0,gold formula
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always ( ( ( not ( eventually[11,14] ( always[34,36] ( ( x_0 <= 0.1375 and x_1 >= -0.8636 ) ) ) ) until always[6,12] ( eventually[10,35] ( eventually ( eventually[5,inf] ( x_0 <= -0.3265 ) ) ) ) ) or not ( not ( ( ( ( x_1 <= -1.9357 and x_1 >= 0.4666 ) or always[20,34] ( x_1 >= -1.7855 ) ) until[17,29] ( ( x_2 >= -0.0051 and x_2 >= 0.2084 ) and ( x_2 <= -1.7666 and x_0 <= -0.6351 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[19,24] ( always ( ( eventually[21,23] ( ( not ( not ( x_0 <= -0.2959 ) ) or ( ( x_2 <= 0.9604 or x_1 >= 1.5062 ) until[0,inf] not ( x_1 >= 0.2378 ) ) ) ) until[16,24] eventually[1,inf] ( always[9,13] ( ( eventually ( x_2 >= -0.6209 ) and not ( x_2 >= -0.1559 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[17,32] ( always[30,34] ( ( not ( eventually ( not ( ( x_1 >= -2.0779 and x_1 >= -1.3914 ) ) ) ) and not ( not ( eventually[3,inf] ( eventually ( x_1 <= -0.1328 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"not ( ( ( ( eventually ( always[1,15] ( ( x_2 >= 0.023 until[24,inf] x_1 >= -1.2718 ) ) ) or ( eventually[7,29] ( not ( x_1 <= -0.6869 ) ) or eventually[21,24] ( not ( x_1 <= 0.9996 ) ) ) ) and not ( ( ( eventually[19,27] ( x_2 >= 0.1333 ) or always[12,inf] ( x_0 <= -0.1608 ) ) and eventually[1,5] ( ( x_2 >= -0.2455 until[6,31] x_2 <= -2.6126 ) ) ) ) ) and not ( not ( eventually[16,inf] ( eventually[18,inf] ( not ( x_0 >= 0.6154 ) ) ) ) ) ) )"
not ( x_2 <= x_0.111 ),"always[34,36] ( not ( ( eventually ( always[10,26] ( ( not ( x_1 <= -2.1087 ) and ( x_1 >= 0.691 or x_0 <= -0.2855 ) ) ) ) and not ( eventually[3,27] ( ( ( x_2 >= -0.9255 until[3,14] x_1 >= -0.1353 ) until[12,16] ( x_2 >= -0.5978 and x_0 <= 0.4273 ) ) ) ) ) ) )"
x_[[[[[[[[[[1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                          [[[[[[[[[[[[[[[[[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"eventually[24,inf] ( eventually[18,inf] ( always[7,29] ( not ( ( ( ( x_2 <= -0.6474 or x_0 >= 0.2184 ) or always[20,inf] ( x_2 <= 2.5185 ) ) and ( ( x_1 <= 1.0574 or x_2 <= -1.5295 ) and ( x_1 >= 2.0898 or x_1 <= -0.6752 ) ) ) ) ) ) )"
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   1 1 1 1 1           1 1 1 1 1                             1 1                                                                                                                                                                                                                                                                                                                                                    ,"always ( not ( always ( always[25,32] ( not ( eventually[26,inf] ( not ( x_1 >= 0.9089 ) ) ) ) ) ) )"
x_[[[[[[[[[[[1 2 x_1 x_1 1 1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_[[[[[[[[                     [[[[[[[[[[[[[[[[[[ x_              x_ x_ x_ x_ x_     x_    x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                            x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                          x_ x_x_x_x_x_x_x_x_x_                           x_ x_x_x_x_x_x_x_x_x_x_x_x_                              x_ x_x_x_x_x_x_x_x_x_x_x_x_x_                         x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_                                  x_[[[[[[[[[[ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_,"always[0,inf] ( not ( ( eventually[0,24] ( ( not ( ( x_1 >= 0.9529 or x_1 >= 0.0523 ) ) and ( always[34,36] ( x_0 <= -0.1449 ) or ( x_1 >= -0.2658 until[23,inf] x_2 <= 0.7201 ) ) ) ) or ( ( ( ( x_1 >= -0.8711 or x_2 >= -0.907 ) or eventually[30,34] ( x_0 <= 0.9955 ) ) until ( ( x_0 >= -0.8493 until[18,26] x_0 >= -0.3259 ) until[12,30] always ( x_1 >= 1.087 ) ) ) and ( always ( ( x_2 >= -0.8 and x_0 >= 0.1894 ) ) and not ( ( x_2 >= 0.0828 or x_1 >= 0.4683 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[22,29] ( eventually[18,24] ( not ( always[4,22] ( eventually[4,13] ( not ( not ( x_2 <= 1.3455 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( always[20,22] ( always ( ( ( always[10,inf] ( x_0 <= 0.4265 ) or ( x_1 >= -0.1891 until[17,inf] x_0 <= 1.9648 ) ) and ( not ( x_2 <= 1.38 ) or ( x_0 >= -0.415 or x_1 <= 0.4082 ) ) ) ) ) ) until[28,30] not ( not ( not ( not ( not ( not ( x_2 <= 0.9877 ) ) ) ) ) ) )"
x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"always[31,33] ( always ( ( ( not ( ( ( x_0 >= -2.0308 and x_0 <= -1.3183 ) or ( x_1 <= -0.8594 or x_2 >= 1.9503 ) ) ) until[21,25] not ( not ( ( x_1 <= -0.67 or x_2 <= 1.733 ) ) ) ) or ( ( always[7,28] ( ( x_1 >= -0.4645 until[30,34] x_2 <= -0.379 ) ) or ( ( x_0 >= -2.2291 until[31,36] x_1 >= -0.0964 ) until[17,22] ( x_0 >= 0.5406 and x_2 >= -0.3675 ) ) ) or always[4,32] ( eventually[24,35] ( not ( x_0 >= -2.293 ) ) ) ) ) ) )"
x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"eventually[28,inf] ( ( ( always[4,35] ( eventually[15,20] ( ( ( x_1 <= -0.4985 and x_2 >= 0.0717 ) and not ( x_1 <= -0.415 ) ) ) ) or always[8,26] ( not ( not ( ( x_2 >= -1.2523 until[33,35] x_1 >= -0.1141 ) ) ) ) ) or ( always[1,inf] ( ( not ( not ( x_1 >= 0.0299 ) ) or eventually[18,inf] ( ( x_0 <= 1.6715 until[12,22] x_2 <= 0.2773 ) ) ) ) until[1,inf] not ( ( not ( ( x_0 >= -1.2683 and x_1 >= 1.7562 ) ) and ( ( x_2 <= 0.3854 until[10,inf] x_2 >= -0.9199 ) or not ( x_1 >= -0.6554 ) ) ) ) ) ) )"
  [[[x_3[[[[[[[[[    x_1 x_1 x_1 1 1 x_1 1 1 1 x_1 1 1 x_1 1 1 x_1 1 x_1 1 1 x_1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1         x_1 x_1 x_1 x_1 x_1                  x_ x_[[1 x_1 x_1 x_1 x_1 x_ x_x_x_x_1 x_1                                                                                                                                                                                                                                                                                                                            ,"always ( eventually ( not ( ( not ( ( eventually[9,34] ( x_1 <= 0.2193 ) or not ( x_0 <= 0.2466 ) ) ) and not ( always[7,34] ( ( x_2 <= 0.5449 and x_1 >= 0.2697 ) ) ) ) ) ) )"
x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( not ( not ( not ( eventually[32,35] ( always[16,18] ( always ( x_0 >= -1.8049 ) ) ) ) ) ) )"
x_[[[[[[[[1 x_1 1 1 1 1 1 1 1 1 1 1 x_1 1 1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_1 x_x_1 x_x_x_x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_1                    x_[[[[[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                            x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"( not ( ( eventually[7,inf] ( ( not ( ( x_1 <= 0.4932 and x_2 <= -1.3756 ) ) or always[31,35] ( ( x_0 <= -0.7012 or x_1 >= 0.8067 ) ) ) ) and ( ( not ( not ( x_2 >= 0.1139 ) ) or ( not ( x_0 >= -1.0706 ) or always[6,20] ( x_1 >= -0.0248 ) ) ) and not ( ( eventually[4,22] ( x_2 <= -0.3884 ) or ( x_1 >= -0.7183 and x_2 >= -1.9436 ) ) ) ) ) ) or eventually[21,33] ( always[14,16] ( ( always[31,35] ( ( ( x_1 <= -0.1317 and x_2 <= 0.8943 ) or not ( x_1 >= -0.3715 ) ) ) or always[33,inf] ( not ( ( x_0 >= 0.2024 until[6,17] x_0 >= 1.2289 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( always[28,34] ( not ( always[0,36] ( not ( ( not ( x_0 >= -0.1817 ) or always[4,9] ( x_2 <= 1.0247 ) ) ) ) ) ) and not ( ( ( ( always[10,inf] ( not ( x_0 >= -0.8539 ) ) until[25,36] always[11,13] ( ( x_2 <= -0.8767 and x_1 <= 0.1687 ) ) ) and always[0,34] ( ( ( x_2 >= -0.9634 until[15,36] x_1 >= 0.5947 ) until[13,25] eventually[4,inf] ( x_0 >= -0.8035 ) ) ) ) or eventually ( always[17,26] ( always[19,23] ( not ( x_2 >= 0.3808 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( ( not ( ( eventually[4,inf] ( not ( ( x_1 >= -0.2066 and x_0 <= 0.6805 ) ) ) and ( ( always[24,26] ( x_2 <= -1.7524 ) or ( x_0 >= 1.7881 and x_0 <= -0.2435 ) ) or always[20,31] ( not ( x_1 <= 1.841 ) ) ) ) ) until eventually[16,20] ( not ( ( ( not ( x_1 >= -0.471 ) and ( x_1 >= -0.6464 until[23,30] x_0 <= 0.2044 ) ) or not ( eventually[18,21] ( x_0 <= -0.4436 ) ) ) ) ) ) and always[4,inf] ( eventually[2,33] ( ( eventually[29,33] ( eventually[3,13] ( ( x_2 <= -0.4503 and x_1 >= 0.9509 ) ) ) or ( not ( ( x_0 <= -0.4345 until[1,inf] x_0 >= 0.7565 ) ) until always[6,12] ( ( x_2 <= 0.9762 and x_1 <= -0.6444 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( not ( not ( eventually[0,inf] ( ( ( x_0 >= 1.1098 or x_0 <= -0.0562 ) or not ( x_2 >= -2.3358 ) ) ) ) ) ) until always[4,9] ( ( eventually[22,inf] ( eventually[10,inf] ( not ( ( x_1 <= -0.693 and x_2 <= 0.514 ) ) ) ) and not ( eventually ( ( not ( x_1 <= 0.3377 ) and always[24,28] ( x_2 >= -0.3949 ) ) ) ) ) ) )"
x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_           x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1        x_1 x_1 x_1 x_1 x_1 x_1          x_ x_x_x_x_x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                       x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_ x_                            x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_ x_ x_ x_ x_ x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_ x_ x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"eventually ( not ( ( ( ( ( ( x_2 <= -0.5411 until[18,24] x_2 <= 0.7039 ) and eventually[33,36] ( x_2 <= 1.1872 ) ) and always[12,26] ( not ( x_1 >= -1.3424 ) ) ) or ( ( always[7,23] ( x_0 >= 0.1342 ) and ( x_1 <= -0.351 and x_1 <= 0.2857 ) ) and always ( ( x_1 <= -1.4245 until[14,35] x_1 <= 1.4087 ) ) ) ) until[2,16] always[31,34] ( not ( ( ( x_0 >= 1.7794 until[5,inf] x_1 <= 0.1958 ) until ( x_2 >= 1.2597 or x_0 <= 0.4007 ) ) ) ) ) ) )"
x_[[[[[[[[1 x_1 1 1 1 1 1 1 1 1 1 1 1 x_1 1 x_1 1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_1 x_x_1 x_x_1 x_x_x_x_1 x_x_x_x_x_x_x_x_1 x_[[[[[1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                      x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                    x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"always ( ( eventually[32,36] ( ( ( not ( ( x_2 >= 1.1157 and x_1 <= -1.3302 ) ) or ( ( x_1 <= -0.18 until[33,35] x_2 <= -0.6417 ) or eventually[6,28] ( x_0 <= -0.124 ) ) ) or ( always ( always[14,36] ( x_2 >= -0.6261 ) ) and ( not ( x_2 <= -0.4427 ) or eventually[33,36] ( x_2 >= 0.0451 ) ) ) ) ) and ( eventually[12,inf] ( ( ( ( x_2 <= 1.7527 and x_0 <= 0.931 ) or eventually[2,35] ( x_2 >= -0.0453 ) ) or ( ( x_0 <= -1.6508 until[1,14] x_0 >= -0.7418 ) or not ( x_1 >= -0.9106 ) ) ) ) or eventually[24,36] ( ( always[0,inf] ( not ( x_2 <= 0.952 ) ) and not ( eventually[2,18] ( x_2 <= 0.1689 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( always[27,33] ( ( ( ( not ( ( x_0 <= 0.2975 and x_2 <= 0.9563 ) ) or not ( ( x_0 >= -1.3932 or x_0 >= -1.576 ) ) ) until[9,24] ( eventually[20,22] ( ( x_2 >= 1.7979 and x_0 >= -0.6944 ) ) and not ( eventually[15,34] ( x_0 >= 0.2609 ) ) ) ) or not ( not ( ( ( x_1 >= 1.4066 and x_1 <= -2.8569 ) and ( x_0 <= 0.6884 or x_2 >= 1.4627 ) ) ) ) ) ) or not ( always[21,inf] ( ( eventually ( ( not ( x_0 >= 0.5344 ) or not ( x_1 >= 0.1238 ) ) ) until[22,33] not ( not ( ( x_1 <= 0.7152 or x_2 >= 1.3098 ) ) ) ) ) ) )"
